Codice_Interno;Descrizione;Produttore;Codice Produttore
2369208;MENSOLONE PER LAVABO D'APPOGGIO ROVERE NATURALE - Cm 120 L - 46 P - 3.8 H;SAVINIDUE;2803/23
2369302;TOP VERTICALE CM 30 - Beton;SAVINIDUE;2804/21
2369304;TOP VERTICALE CM 30 - Rovere Fossile;SAVINIDUE;2804/22
2369306;TOP VERTICALE CM 30 - Rovere Naturale;SAVINIDUE;2804/23
2369402;MENSOLE METALLICHE DI FISSAGGIO - Coppia;SAVINIDUE;2810
2369502;PORTA ASCIUGAMANI IN METALLO CROMATO - Cm 40;SAVINIDUE;2811
2369602;CASSETTO SOSPESO APERTO BIANCO LUCIDO - Cm 60;SAVINIDUE;2600/F00
2369604;CASSETTO SOSPESO APERTO BIANCO LUCIDO - Cm 80;SAVINIDUE;2602/F00
2369702;CASSETTO SOSPESO CHIUSO BIANCO LUCIDO - Cm 60;SAVINIDUE;2601/F00
2369704;CASSETTO SOSPESO CHIUSO BIANCO LUCIDO - Cm 80;SAVINIDUE;2603/F00
2369802;CASSETTO SOSPESO APERTO ALBATROS LINO - Cm 60;SAVINIDUE;2600/F05
2369804;CASSETTO SOSPESO APERTO ALBATROS LINO - Cm 80;SAVINIDUE;2602/F05
2369902;CASSETTO SOSPESO CON TOP ALBATROS LINO - Cm 60;SAVINIDUE;2601/F05
2369904;CASSETTO SOSPESO CON TOP ALBATROS LINO - Cm 80;SAVINIDUE;2603/F05
2372302;COMPOSIZIONE ALISA SOSPESA - Cm 80 con lavabo;SAVINIDUE;EASY80/F00
83036;COMPOSIZIONE STELLA - cm 56 2 ante;SAVINIDUE;799002
83040;BASE E LAVABO 'JOLLY' - cm 50 2 ante;SAVINIDUE;JOLI50
Z157202;SPECCHIERA RETRO-ILLUMINATA A LED 90x60;SAVINIDUE;SPR102
Z157302;SPECCHIERA RETRO-ILLUMINATA A LED 1500x420;SAVINIDUE;SPR217
Z157402;COLONNA SOSPESA ANTA BATTENTE BIANCO OPACO;SAVINIDUE;2320C/F10
00250;CASSETTA ZAINO IRIS SINGOLO SCARICO - BIANCA;SCHWAB;641520
00252;CASSETTA ZAINO IRIS DOPPIO SCARICO - BIANCA;SCHWAB;641521
00254;VALVOLA DI CARICO HDV SILENZIOSA - 3/8 - OTTONE;SCHWAB;628458
00256;CASSETTA ZAINO SLIM AP220 SINGOLO SCARICO - BIANCA;SCHWAB;4060422640
0025702;KIT TRASFORMAZIONE PNEU PER CASSETTA UP 199 - BIANCA;SCHWAB;P68-0130-0250
0025802;PULSANTE AD INCASSO PER CASSETTE - BIANCO;SCHWAB;362241
0025902;PULSANTE ESTERNO PER CASSETTE - BIANCO;SCHWAB;666930
00260;CASSETTA INCASSO UP 199 WC - DOPPIO SCARICO;SCHWAB;T02-0130-0250
00261B;PLACCA DI COMANDO METIS DOPPIO TASTO - BIANCA;SCHWAB;P41-0130-0250
00261C;PLACCA DI COMANDO METIS DOPPIO TASTO - CROMATA;SCHWAB;P41-0120-0250
00261N;PLACCA DI COMANDO METIS DOPPIO TASTO - NERO-OPACO;SCHWAB;P41-0190-0253
00262;CASSETTA INCASSO UP 199 WC SOSPESI - DOPPIO SCARICO;SCHWAB;T02-0112-0250
00263;CANOTTO DI COLLEGAMENTO SCHWAB - BIANCO;SCHWAB;GR-5105-0250
0026501;PLACCA DI COMANDO MAGNUS IN VETRO DOPPIO TASTO - BIANCA;SCHWAB;P54-0003-0250
0026502;PLACCA DI COMANDO MAGNUS IN VETRO DOPPIO TASTO - NERA;SCHWAB;P54-0001-0250
0026702;PLACCA DI COMANDO VELA DOPPIO TASTO - BIANCA;SCHWAB;P47-0130-0253
0026704;PLACCA DI COMANDO VELA DOPPIO TASTO - CROMATA;SCHWAB;P47-0120-0253
0026706;PLACCA DI COMANDO VELA DOPPIO TASTO - NERO-OPACO;SCHWAB;P47-0190-0253
00268;CASSETTA INCASSO UP 199 AUTOPORTANTE WC SOSPESI - DOPPIO SCARICO;SCHWAB;T02.216.0250
00270;COPERCHIO UNICO PER CASSETTA ZAINO IRIS - -;SCHWAB;635736
00271;MECCANISMO DI SCARICO PER COMPACT SINGOLO SCARICO - Completa di guarnizione;SCHWAB;635738
00272;MECCANISMO DI SCARICO PER COMPACT DOPPIO SCARICO - Completa di guarnizione;SCHWAB;635737
00273;GUARNIZIONE DI FONDO PER MECCANISMI COMPACT - -;SCHWAB;243275
00274;LEVA DI RICAMBIO COMPACT SINGOLO SCARICO - -;SCHWAB;635735
00275;LEVE DI RICAMBIO COMPACT DOPPIO SCARICO - -;SCHWAB;635734
00276;GUARNIZIONE PER TUBO DI CACCIATA COMPACT - -;SCHWAB;243281
00277;ROSONE BIANCO PER TUBO DI CACCIATA - -;SCHWAB;243277
0027802;TUBO DI CACCIATA PER CASSETTA COMPACT - Ø 44 - 27x22;SCHWAB;607359
0027804;TUBO DI CACCIATA PER CASSETTA COMPACT - Ø 44 - 32.5x22;SCHWAB;674830
00279;TUBO DI CACCIATA PER CASSETTA ZAINO COMPACT - Ø 44 55x30;SCHWAB;360320
00280;MECCANISMO DI SCARICO PER CASSETTA INCASSO - Completo di guarnizione;SCHWAB;GR-5350-0250
00281;GUARNIZIONE DI FONDO PER CASSETTE INCASSO - -;SCHWAB;BG0017S
00282;GUARNIZIONE PER TUBO DI CACCIATA CASSETTE INCASSO - -;SCHWAB;352277
00283;SUPPORTO PER PLACCA CASSETTA INCASSO - -;SCHWAB;GR-0688S
00284;SUPPORTO PER TASTI DI SCARICO CASSETTA INCASSO - -;SCHWAB;GR-S205
00285;FLESSIBILE CONNESSIONE IDRICA - 3/8;SCHWAB;GR-0232S
00286;SUPPORTO PER RUBINETTO GALLEGGIANTE - -;SCHWAB;GR-S182
0028702;KIT PROLUNGA PLACCHE SCARICO 199 - -;SCHWAB;GR-S189
0028802;RIDUTTORE DI PORTATA WC 199 - 70%;SCHWAB;667806
1665004;SEDILE TERMOINDURENTE UNIVERSALE BIANCO - Bianco-Medio;SEBA;E1500X
1665102;SEDILE TERMOINDURENTE UNIVERSALE SOFT CLOSE BIANCO - Bianco;SEBA;E104PS
1665202;SEDILE TERMOINDURENTE T100 - Bianco-Normale;SEBA;EU002F
1665204;SEDILE TERMOINDURENTE T100 - Bianco-Soft Close;SEBA;EU002FS
1665402;SEDILE TERMOINDURENTE T102 - Bianco-Normale;SEBA;EU100
1665404;SEDILE TERMOINDURENTE T102 - Bianco-Soft Close;SEBA;EU100S
1665602;SEDILE TERMOINDURENTE T104 - Bianco-Normale;SEBA;EU100M
1665604;SEDILE TERMOINDURENTE T104 - Bianco-Soft Close;SEBA;EU100MS
1665802;SEDILE TERMOINDURENTE T106 - Bianco -Normale;SEBA;EU100MP
1665804;SEDILE TERMOINDURENTE T106 - Bianco-Soft Close;SEBA;EN100MPS
1665902;SEDILE TERMOINDURENTE T108 - Bianco-Normale;SEBA;EU100P
1665904;SEDILE TERMOINDURENTE T108 - Bianco-Soft Close;SEBA;EU100PS
1666002;SEDILE TERMOINDURENTE T110 - Bianco-Normale;SEBA;EU102T
1666202;SEDILE TERMOINDURENTE T112 - Bianco-Normale;SEBA;EU103T
1666402;SEDILE TERMOINDURENTE T114 - Bianco-Normale;SEBA;EU501P
1666404;SEDILE TERMOINDURENTE T114 - Bianco-Soft Close;SEBA;EU501PS
1666602;SEDILE TERMOINDURENTE T116 - Bianco-Normale;SEBA;EU501T
1666702;SEDILE TERMOINDURENTE T118 - Bianco-Normale;SEBA;EU502FN
1666802;SEDILE TERMOINDURENTE T120 - Bianco-Normale;SEBA;EU600
1666804;SEDILE TERMOINDURENTE T120 - Bianco-Soft Close;SEBA;EU600S
1667002;SEDILE TERMOINDURENTE T122 - Bianco-Normale;SEBA;EU600M
1667004;SEDILE TERMOINDURENTE T122 - Bianco-Soft Close;SEBA;EU600MS
1667202;SEDILE TERMOINDURENTE T124 - Bianco-Normale;SEBA;EU600P
1667204;SEDILE TERMOINDURENTE T124 - Bianco-Soft Close;SEBA;EU600PS
1667402;SEDILE TERMOINDURENTE T126 - Bianco-Normale;SEBA;EU600ZM
1667602;SEDILE TERMOINDURENTE T128 - Bianco-Normale;SEBA;EU601T
1667802;SEDILE TERMOINDURENTE T130 - Bianco-Normale;SEBA;EU700
1667804;SEDILE TERMOINDURENTE T130 - Bianco-Soft Close;SEBA;EU700S
1668002;SEDILE TERMOINDURENTE T132 - Bianco-Normale;SEBA;EU700M
1668004;SEDILE TERMOINDURENTE T132 - Bianco-Soft Close;SEBA;EU700MS
1668202;SEDILE TERMOINDURENTE T134 - Bianco-Normale;SEBA;EU700MP
1668204;SEDILE TERMOINDURENTE T134 - Bianco-Soft Close;SEBA;EU700MPS
1668402;SEDILE TERMOINDURENTE T136 - Bianco-Normale;SEBA;EU700P
1668404;SEDILE TERMOINDURENTE T136 - Bianco-Soft Close;SEBA;EU700PS
1668502;SEDILE TERMOINDURENTE T138 - Bianco-Normale;SEBA;EU700TP
1668602;SEDILE TERMOINDURENTE T140 - Bianco-Normale;SEBA;EU701
1668604;SEDILE TERMOINDURENTE T140 - Bianco-Soft Close;SEBA;EU701S
1668702;SEDILE TERMOINDURENTE T142 - Bianco-Normale;SEBA;EU701F
1668704;SEDILE TERMOINDURENTE T142 - Bianco-Soft Close;SEBA;EU701FS
1668802;SEDILE TERMOINDURENTE T144 - Bianco-Normale;SEBA;EU701FTP
1668804;SEDILE TERMOINDURENTE T144 - Bianco-Soft Close;SEBA;EU701FS
1668902;SEDILE TERMOINDURENTE T146 - Bianco-Normale;SEBA;EU701M
1668904;SEDILE TERMOINDURENTE T146 - Bianco-Soft Close;SEBA;EU701MS
1669002;SEDILE TERMOINDURENTE T148 - Bianco-Normale;SEBA;EU701MP
1669004;SEDILE TERMOINDURENTE T148 - Bianco-Soft Close;SEBA;EU701MPS
1669102;SEDILE TERMOINDURENTE T150 - Bianco-Normale;SEBA;EU702
1669104;SEDILE TERMOINDURENTE T150 - Bianco-Soft Close;SEBA;EU702S
1669202;SEDILE TERMOINDURENTE T152 - Bianco-Normale;SEBA;EU702M
1669204;SEDILE TERMOINDURENTE T152 - Bianco-Soft Close;SEBA;EU702MS
1669302;SEDILE TERMOINDURENTE T154 - Bianco-Normale;SEBA;EU702MP
1669304;SEDILE TERMOINDURENTE T154 - Bianco-Soft Close;SEBA;EU702MPS
1669402;SEDILE TERMOINDURENTE T156 - Bianco-Normale;SEBA;EU702P
1669404;SEDILE TERMOINDURENTE T156 - Bianco-Soft Close;SEBA;Eu702PS
1669502;SEDILE TERMOINDURENTE T158 - Bianco-Normale;SEBA;EU800
1669602;SEDILE TERMOINDURENTE T160 - Bianco-Normale;SEBA;EU802P
1669604;SEDILE TERMOINDURENTE T160 - Bianco-Soft Close;SEBA;EU802PS
1669702;SEDILE TERMOINDURENTE T162 - Bianco-Normale;SEBA;EU802TP
1669704;SEDILE TERMOINDURENTE T162 - Bianco-Soft Close;SEBA;EU802PS
1669802;SEDILE TERMOINDURENTE T164 - Bianco-Normale;SEBA;EU600TC
1669804;SEDILE TERMOINDURENTE T164 - Bianco-Soft Close;SEBA;EU600HCS
1670002;SEDILE MDF POLIESTERATO UNIVERSALE BIANCO - Bianco-Normale;SEBA;EM100
1670202;SEDILE MDF POLIESTERATO M102 BIANCO - Bianco-Normale;SEBA;EM102
1670402;SEDILE MDF POLIESTERATO M104 BIANCO - Bianco-Normale;SEBA;EM109
1670602;SEDILE MDF POLIESTERATO M106 BIANCO - Bianco-Normale;SEBA;E125U
1670802;SEDILE MDF POLIESTERATO M108 BIANCO - Bianco-Normale;SEBA;EM152
1671002;SEDILE MDF POLIESTERATO M110 BIANCO - Bianco-Normale;SEBA;EM215
1671102;SEDILE MDF POLIESTERATO M112 BIANCO - Bianco-Normale;SEBA;EM306
1671202;SEDILE MDF POLIESTERATO M114 BIANCO - Bianco-Normale;SEBA;EM323
1671402;SEDILE MDF POLIESTERATO M116 BIANCO - Bianco-Normale;SEBA;EM327
1671602;SEDILE MDF POLIESTERATO M118 BIANCO - Bianco-Normale;SEBA;EM328T
1671802;SEDILE MDF POLIESTERATO M120 BIANCO - Bianco-Normale;SEBA;EM328U
1671902;SEDILE MDF POLIESTERATO M122 BIANCO - Bianco-Normale;SEBA;EM478U
1672002;SEDILE MDF POLIESTERATO M124 BIANCO - Bianco-Normale;SEBA;EM521
1672202;SEDILE MDF POLIESTERATO M126 BIANCO - Bianco-Normale;SEBA;EM533
1672402;SEDILE MDF POLIESTERATO M128 BIANCO - Bianco-Normale;SEBA;EM603
1672502;SEDILE MDF POLIESTERATO M130 BIANCO - Bianco-Normale;SEBA;EM605
1672602;SEDILE MDF POLIESTERATO M132 BIANCO - Bianco-Normale;SEBA;EM605A
1672702;SEDILE MDF POLIESTERATO M134 BIANCO - Bianco-Normale;SEBA;EM607
1672802;SEDILE MDF POLIESTERATO M136 BIANCO - Bianco-Normale;SEBA;EM653
1673002;SEDILE MDF POLIESTERATO M138 BIANCO - Bianco-Normale;SEBA;EM701
1673202;SEDILE MDF POLIESTERATO M140 BIANCO - Bianco-Normale;SEBA;EM701U
1673302;SEDILE MDF POLIESTERATO M142 BIANCO - Bianco-Normale;SEBA;EM710
1673402;SEDILE MDF POLIESTERATO M144 BIANCO - Bianco-Normale;SEBA;EM710U
1673602;SEDILE MDF POLIESTERATO M146 BIANCO - Bianco-Normale;SEBA;EM716/U
1673802;SEDILE MDF POLIESTERATO M148 BIANCO - Bianco-Normale;SEBA;EM717
1673902;SEDILE MDF POLIESTERATO M150 BIANCO - Bianco-Normale;SEBA;EM721
1674002;SEDILE MDF POLIESTERATO M152 BIANCO - Bianco-Normale;SEBA;EM724
1674202;SEDILE MDF POLIESTERATO M154 BIANCO - Bianco-Normale;SEBA;EM724/Y
1674402;SEDILE MDF POLIESTERATO M156 BIANCO - Bianco-Normale;SEBA;EM732
1674502;SEDILE MDF POLIESTERATO M158 BIANCO - Bianco-Normale;SEBA;EM737
1674602;SEDILE MDF POLIESTERATO M160 BIANCO - Bianco-Normale;SEBA;EM739
1674802;SEDILE MDF POLIESTERATO M162 BIANCO - Bianco-Normale;SEBA;EM768
1675002;SEDILE MDF POLIESTERATO M164 BIANCO - Bianco-Normale;SEBA;EM783
1675202;SEDILE MDF POLIESTERATO M166 BIANCO - Bianco-Normale;SEBA;EM800
1675402;SEDILE MDF POLIESTERATO M168 BIANCO - Bianco-Normale;SEBA;EM804
1675502;SEDILE MDF POLIESTERATO M170 BIANCO - Bianco-Normale;SEBA;EM808
1675602;SEDILE MDF POLIESTERATO M172 BIANCO - Bianco-Normale;SEBA;EM825
1675802;SEDILE MDF POLIESTERATO M174 BIANCO - Bianco-Normale;SEBA;EM858
1676002;SEDILE MDF POLIESTERATO M176 BIANCO - Bianco-Normale;SEBA;EM865I
1676202;SEDILE MDF POLIESTERATO M178 BIANCO - Bianco-Normale;SEBA;EM876U
1676402;SEDILE MDF POLIESTERATO M180 BIANCO - Bianco-Normale;SEBA;EM894
2007302;SEDILE EMY187Y CHIUSO PER VASO POLIFEMO - MDF bianco;SEBA;EM01087BIA02ST04N
2720601;SEDILE TERMOINDURENTE SHORT MOD. SLIM - Chiusura normale;SEBA;EU100M
2720602;SEDILE TERMOINDURENTE SHORT MOD. SLIM - Chiusura ammortizzata;SEBA;EU100MS
1653202;PARETE FISSA VIOLINO P.CROMO STAMPATO CHINCHILLA' 67-69;SIRO;B-IMPPF70KLVST
1653204;PARETE FISSA VIOLINO P.CROMO STAMPATO CHINCHILLA' 77-79;SIRO;B-IMPPF80KLVST
1653402;BOX DOCCIA SEMICIRCOLARE VIOLINO P.CROMO STAMP. CHINCHILLA' 77,5 - 80 Ap. 42;SIRO;B-IMPT80KLVST
1654202;PARETE FISSA VIOLINO P.CROMO TRASPARENTE FUME' 67-69;SIRO;IMPPF70KLGR
1654204;PARETE FISSA VIOLINO P.CROMO TRASPARENTE FUME' 77-79;SIRO;IMPPF80KLGR
0560306;Contenitore a secco DARF - 1";SISMA;DARF 1"
0560604;CONTATORE BAGNATO 5 RULLI DBRF - 1/2;SISMA;DBRF 1/2
0560605;CONTATORE BAGNATO 5 RULLI DBRF - 3/4;SISMA;DBRF 3/4
0560606;CONTATORE BAGNATO 5 RULLI DBRF - 1";SISMA;DBRF 1"
0560607;CONTATORE BAGNATO 5 RULLI DBRF - 1"1/4;SISMA;DBRF 1"1/4
0560608;CONTATORE BAGNATO 5 RULLI DBRF - 1"1/2;SISMA;DBRF 1"1/2
0560609;CONTATORE BAGNATO 5 RULLI DBRF - 2";SISMA;DBRF2"
0560702;CONTATORE A SECCO 8 RULLI SUPER DRY - 1/2;SISMA;SUPER DRY 1/2
0560704;CONTATORE A SECCO 8 RULLI SUPER DRY - 3/4;SISMA;SUPER DRY 3/4
0560804;CONTATORE A SECCO 8 RULLI USF - 1/2 Acqua fredda;SISMA;USF 1/2 ACQUA FREDDA
0560805;CONTATORE A SECCO 8 RULLI USF - 3/4 Acqua fredda;SISMA;USF 3/4 ACQUA FREDDA
0560904;CONTATORE A SECCO 8 RULLI PER ACQUA CALDA USC - 1/2;SISMA;USC-8/13-1/2
0561004;CONTATORE A SECCO 5 RULLI USF - 1/2;SISMA;USF 1/2
0561005;CONTATORE A SECCO 5 RULLI USF - 3/4;SISMA;USF/20-3/4
0561204;CONTATORE A SECCO OBLO' PLUS 1/2 INCASSO - 1/2;SISMA;O11sc95cH001
0137210;VASCA ACCIAIO SMALTATO BIANCA - 105x70 a sedere;SMAVIT;1105101
0137212;VASCA ACCIAIO SMALTATO BIANCA - 120x70;SMAVIT;1120101
0137214;VASCA ACCIAIO SMALTATO BIANCA - 140x70;SMAVIT;1140101
0137215;VASCA ACCIAIO SMALTATO BIANCA - 150x70;SMAVIT;1150101
0137216;VASCA ACCIAIO SMALTATO BIANCA - 160x70;SMAVIT;1160101
1158002;SILICONE UNIVERSALE SOUDAL - Trasparente;SOUDAL;115929
1158004;SILICONE UNIVERSALE SOUDAL - Bianco;SOUDAL;115930
1158102;SILICONE ACETICO PER SANITARI SOUDAL ML 300 - Ml 300 trasparente;SOUDAL;115788
1158104;SILICONE ACETICO PER SANITARI SOUDAL ML 300 - Ml 300 bianco;SOUDAL;115789
1158202;SILICONE MULTIUSO NEUTRO PER SANITARI SOUDAL ML 300 - Ml 300 trasparente;SOUDAL;152100
1158204;SILICONE MULTIUSO NEUTRO PER SANITARI SOUDAL ML 300 - Ml 300 bianco;SOUDAL;152099
1158302;SILICONE MULTIUSO NEUTRO SOUDAL ML 300 Trasparente;SOUDAL;121504
1158304;SILICONE MULTIUSO NEUTRO SOUDAL ML 300  Bianco;SOUDAL;121505
1158306;SILICONE MULTIUSO NEUTRO SOUDAL ML 300  Testa di moro;SOUDAL;124161
1158402;SILICONE MULTIUSO NEUTRO ALTA QUALITA' SOUDAL ML 310 - Ml 310 trasparente;SOUDAL;112793
1158502;SIGILLANTE ADESIVO FIX ALL CRYSTAL TRASPARENTE SOUDAL - Ml 125 trasparente;SOUDAL;132293
1158504;SIGILLANTE ADESIVO FIX ALL CRYSTAL TRASPARENTE SOUDAL - Ml 290 trasparente;SOUDAL;117921
1158602;MASTICE REFRATTARIO ML 290 GRIGIO SCURO SOUDAL - Ml 290 grigio scuro;SOUDAL;152103
1158702;SILICONE UNIVERALE TESTA DI MORO SOUDAL - Ml 280;SOUDAL;116538
1158802;SILICONE UNIVERSALE ML 60 SOUDAL - Trasparente;SOUDAL;154512
1158804;SILICONE UNIVERSALE ML 60 SOUDAL - Bianco;SOUDAL;154513
1158902;SILICONE ACETICO ALTE TEMPERATURE ML 310 ROSSO SOUDAL - Ml 310 rosso;SOUDAL;127015
1164202;SCHIUMA POLIURETANICA UNIVERSALE SOUDAL ML 750 - Ml 750 manuale;SOUDAL;121510
1164204;SCHIUMA POLIURETANICA UNIVERSALE SOUDAL ML 750 - Ml 750 per pistola;SOUDAL;121511
1164302;SCHIUMA POLIURETANICA ANTIFUOCO ML 750 MANUALE SOUDAL - Ml 750 manuale;SOUDAL;153330
1164402;SCHIUMA POLIURETANICA UNIVERSALE CON APPLICAZIONE ML 600 SOUDAL - Ml 600;SOUDAL;124078
1164502;PULITORE PER SCHIUMA ML 500 SOUDAL - Ml 500;SOUDAL;101640
0781001;CHIUSINO 10 X 10 PER DOCCIA CON GUAINA - cm 10x10 - guaina 1x1;STAMPLAST;CH10D-01
0781002;CHIUSINO 10 X 10 PER DOCCIA CON GUAINA - cm 10x10 - guaina 1x2;STAMPLAST;CH10D-02
0781003;CHIUSINO 10 X 10 PER DOCCIA CON GUAINA - cm 10x10 - guaina 1x3;STAMPLAST;CH10D-03
07812;CHIUSINO 15 X 15 CON PILETTA AVVITABILE E GUAINA - cm 15x15 - guaina 1 x 1;STAMPLAST;CH15TEL-01AG
07814;CHIUSINO 13 X 13 CON PORTAPIASTRELLA E GUAINA - cm 13x13 - guaina 1x1;STAMPLAST;CH13TEL-01G
0781645;CANALETTA PER DOCCIA CON GRIGLIA E GUAINA - Kit cm 45 - guaina 1 m²;STAMPLAST;CN45-01KIT
0781655;CANALETTA PER DOCCIA CON GRIGLIA E GUAINA - Kit cm 55 - guaina 1 m²;STAMPLAST;CN55-01KIT
0781665;CANALETTA PER DOCCIA CON GRIGLIA E GUAINA - Kit cm 65 - guaina 1 m²;STAMPLAST;CN65-01KIT
0781675;CANALETTA PER DOCCIA CON GRIGLIA E GUAINA - Kit cm 75 - guaina 1 m²;STAMPLAST;CN75-01KIT
0781685;CANALETTA PER DOCCIA CON GRIGLIA E GUAINA - Kit Cm 85 - guaina 1 m²;STAMPLAST;CN85-01KIT
0781695;CANALETTA PER DOCCIA CON GRIGLIA E GUAINA - Kit cm 95 - guaina 1 m²;STAMPLAST;CN95-01KIT
0781845;CANALETTA PER DOCCIA CON PORTA PIASTRELLA E GUAINA - Kit cm 45 - guaina 1 m²;STAMPLAST;CN45-01KITP
0781855;CANALETTA PER DOCCIA CON PORTA PIASTRELLA E GUAINA - Kit cm 55 - guaina 1 m²;STAMPLAST;CN55-01KITP
0781865;CANALETTA PER DOCCIA CON PORTA PIASTRELLA E GUAINA - Kit cm 65 - guaina 1 m²;STAMPLAST;CN65-01KITP
0781875;CANALETTA PER DOCCIA CON PORTA PIASTRELLA E GUAINA - Kit cm 75 - guaina 1 m²;STAMPLAST;CN75-01KITP
0781885;CANALETTA PER DOCCIA CON PORTA PIASTRELLA E GUAINA - Kit cm 85 - guaina 1 m²;STAMPLAST;CN85-01KITP
0781895;CANALETTA PER DOCCIA CON PORTA PIASTRELLA E GUAINA - Kit cm 95 - guaina 1 m²;STAMPLAST;CN95-01KITP
0782045;CANALETTA PER DOCCIA A SCOMPARSA CON GUAINA - Kit cm 45 - guaina 1 m²;STAMPLAST;CN45-01KITS
0782055;CANALETTA PER DOCCIA A SCOMPARSA CON GUAINA - Kit cm 55 - guaina 1 m²;STAMPLAST;CN55-01KITS
0782065;CANALETTA PER DOCCIA A SCOMPARSA CON GUAINA - Kit cm 65 - guaina 1 m²;STAMPLAST;CN65-01KITS
0782075;CANALETTA PER DOCCIA A SCOMPARSA CON GUAINA - Kit cm 75 - guaina 1 m²;STAMPLAST;CN75-01KITS
0782085;CANALETTA PER DOCCIA A SCOMPARSA CON GUAINA - Kit cm 85 - guaina 1 m²;STAMPLAST;CN85-01KITS
0782095;CANALETTA PER DOCCIA A SCOMPARSA CON GUAINA - Kit cm 95 - guaina 1 m²;STAMPLAST;CN95-01KITS
1600120;POZZETTO MONOLITICO SINGOLO - 20 x 20;STAMPLAST;PS20-01
1600130;POZZETTO MONOLITICO SINGOLO - 30 x 30;STAMPLAST;PS30-01
1600140;POZZETTO MONOLITICO SINGOLO - 40 x 40;STAMPLAST;PS40-01
1600320;TELAIO SINGOLO - 20 x 20;STAMPLAST;TS20-01
1600330;TELAIO SINGOLO - 30 x 30;STAMPLAST;TS30-01
1600340;TELAIO SINGOLO - 40 x 40;STAMPLAST;TS40-01
1600520;CHIUSINO SINGOLO CHIUSO - 20 x 20;STAMPLAST;CS20-01
1600530;CHIUSINO SINGOLO CHIUSO - 30 x 30;STAMPLAST;CS30-01
1600720;CHIUSINO SINGOLO A GRIGLIA - 20 x 20;STAMPLAST;GS20-01
1600730;CHIUSINO SINGOLO A GRIGLIA - 30 x 30;STAMPLAST;GS30-01
1600740;CHIUSINO SINGOLO A GRIGLIA - 40 x 40;STAMPLAST;GS40-01
1600810;CHIUSINO SIFONATO IN PVC - 10 x 10 Uscita 32-40;STAMPLAST;CH10-01
1600815;CHIUSINO SIFONATO IN PVC - 15 x 15 Uscita 40-50-+3;STAMPLAST;CH15-01
1600820;CHIUSINO SIFONATO IN PVC - 20 x 20 Uscita 80-100-110;STAMPLAST;CH20-01
1600825;CHIUSINO SIFONATO IN PVC - 25 x 25 Uscita 100-110;STAMPLAST;CH25-01
1600830;CHIUSINO SIFONATO IN PVC - 30 x 30 Uscita 100-110-125;STAMPLAST;CH30-01
1602502;CANALETTA NOR MOD. A CON GRIGLIA ZINCATA - 13 x 100 H. 5;STAMPLAST;CN+GC13-NOR5ACC
1602602;CANALETTA NOR MOD. B CON GRIGLIA ZINCATA - 13 x 100 H. 7,5;STAMPLAST;CN+GC13-NOR7.5ACC
1602604;CANALETTA NOR MOD. B CON GRIGLIA ZINCATA - 13 x 100 H. 15;STAMPLAST;CN13-10+TP13-05+GC13
1602702;TAPPO PER CANALETTA NOR - H. 5;STAMPLAST;TP13-03
1602704;TAPPO PER CANALETTA NOR - H. 7,5;STAMPLAST;TP13-04
1603302;GOCCIOLATOIO CHIUSO IN MARMORES - Bianco 27 x 8;STAMPLAST;GOC27-01
1603304;GOCCIOLATOIO CHIUSO IN MARMORES - Grigio 27 x 8;STAMPLAST;GOC27-02
1603306;GOCCIOLATOIO CHIUSO IN MARMORES - Rosso 27 x 8;STAMPLAST;GOC27-03
2836002;PROFILO IGIENICO DRITTO RIGIDO - Barra 2.5 mt;STAMPLAST;RAC.IGIENICO-01
2836202;RACCORDO PER PROFILO IGIENICO RIGIDO - Raccordo interno;STAMPLAST;RAIGE-INT01
2836204;RACCORDO PER PROFILO IGIENICO RIGIDO - Raccordo esterno;STAMPLAST;RAIGE-EST01
2836206;RACCORDO PER PROFILO IGIENICO RIGIDO - Tappo;STAMPLAST;RAIGE-TAP01
094061604;Raccordo a compressione diritto Femmina - 16 x 1/2;T.D.M.;1035 1216
094061605;Raccordo a compressione diritto Femmina - 16 x 3/4;T.D.M.;1035 3416
094062004;Raccordo a compressione diritto Femmina - 20 x 1/2;T.D.M.;1035 1220
094062005;Raccordo a compressione diritto Femmina - 20 x 3/4;T.D.M.;1035 3420
094062605;Raccordo a compressione diritto Femmina - 26 x 3/4;T.D.M.;1035 3426
094062606;Raccordo a compressione diritto Femmina - 26 x 1";T.D.M.;1035 0126
094063206;Raccordo a compressione diritto Femmina - 32 x 1";T.D.M.;1035 0132
094101604;Raccordo a compressione curvo Maschio - 16 x 1/2;T.D.M.;1075 1216
094102004;Raccordo a compressione curvo Maschio - 20 x 1/2;T.D.M.;1075 1220
094102005;Raccordo a compressione curvo Maschio - 20 x 3/4;T.D.M.;1075 3420
094102605;Raccordo a compressione curvo Maschio - 26 x 3/4;T.D.M.;1075 3426
094102606;Raccordo a compressione curvo Maschio - 26 x 1";T.D.M.;1075 0126
094103206;Raccordo a compressione curvo Maschio - 32 x 1";T.D.M.;1075 0132
094121604;Raccordo a compressione curvo Femmina - 16 x 1/2;T.D.M.;1070 1216
094121605;Raccordo a compressione curvo Femmina - 16 x 3/4;T.D.M.;7254034162N
094122004;Raccordo a compressione curvo Femmina - 20 x 1/2;T.D.M.;1070 1220
094122005;Raccordo a compressione curvo Femmina - 20 x 3/4;T.D.M.;1070 3420
